0:20:30.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7864N, 111.9938, W, Speed (knots): , 3.50, Angle: 5.05, Altitude: 1484.10, Satellites: 10
0:56:42.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9943, W, Speed (knots): , 3.73, Angle: 259.64, Altitude: 1588.90, Satellites: 9
0:56:44.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9944, W, Speed (knots): , 0.14, Angle: 230.09, Altitude: 1589.30, Satellites: 10
0:56:47.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9944, W, Speed (knots): , 0.32, Angle: 184.73, Altitude: 1590.10, Satellites: 10
0:56:49.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9944, W, Speed (knots): , 0.28, Angle: 141.80, Altitude: 1590.80, Satellites: 10
0:56:51.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9944, W, Speed (knots): , 0.70, Angle: 161.18, Altitude: 1592.30, Satellites: 10
0:56:54.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9944, W, Speed (knots): , 0.71, Angle: 217.60, Altitude: 1593.50, Satellites: 9
0:56:56.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9944, W, Speed (knots): , 1.70, Angle: 256.16, Altitude: 1594.70, Satellites: 10
0:56:58.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9944, W, Speed (knots): , 2.75, Angle: 255.58, Altitude: 1595.60, Satellites: 10
0:57:0.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9944, W, Speed (knots): , 1.58, Angle: 252.65, Altitude: 1596.20, Satellites: 10
0:57:3.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9945, W, Speed (knots): , 1.37, Angle: 249.76, Altitude: 1597.20, Satellites: 10
0:57:5.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9945, W, Speed (knots): , 1.30, Angle: 225.36, Altitude: 1598.30, Satellites: 10
0:57:8.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9945, W, Speed (knots): , 0.86, Angle: 180.82, Altitude: 1600.70, Satellites: 10
0:57:10.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 1.10, Angle: 96.18, Altitude: 1601.70, Satellites: 9
0:57:13.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 0.08, Angle: 247.41, Altitude: 1602.50, Satellites: 10
0:57:15.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 0.74, Angle: 257.23, Altitude: 1603.00, Satellites: 10
0:57:18.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 0.36, Angle: 149.87, Altitude: 1603.90, Satellites: 10
0:57:20.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 1.13, Angle: 253.49, Altitude: 1604.00, Satellites: 10
0:57:23.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 1.18, Angle: 242.44, Altitude: 1605.10, Satellites: 10
0:57:25.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 1.59, Angle: 105.62, Altitude: 1605.80, Satellites: 9
0:57:27.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 0.35, Angle: 243.09, Altitude: 1606.10, Satellites: 9
0:57:29.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 1.38, Angle: 76.59, Altitude: 1606.30, Satellites: 10
0:57:31.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 0.38, Angle: 298.41, Altitude: 1606.20, Satellites: 10
0:57:33.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 0.49, Angle: 283.35, Altitude: 1605.70, Satellites: 10
0:57:35.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 1.32, Angle: 265.80, Altitude: 1605.40, Satellites: 10
0:57:38.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 1.21, Angle: 275.71, Altitude: 1604.20, Satellites: 10
0:57:40.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 0.89, Angle: 317.43, Altitude: 1602.70, Satellites: 10
0:57:42.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 0.75, Angle: 311.11, Altitude: 1601.80, Satellites: 10
0:57:44.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 0.41, Angle: 308.94, Altitude: 1600.90, Satellites: 9
0:57:46.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9946, W, Speed (knots): , 0.96, Angle: 276.62, Altitude: 1599.80, Satellites: 10
0:57:48.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9946, W, Speed (knots): , 1.13, Angle: 274.16, Altitude: 1599.00, Satellites: 10
0:57:50.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9946, W, Speed (knots): , 1.52, Angle: 261.67, Altitude: 1598.60, Satellites: 10
0:57:53.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9946, W, Speed (knots): , 0.29, Angle: 211.85, Altitude: 1599.00, Satellites: 10
0:57:55.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9946, W, Speed (knots): , 0.65, Angle: 224.13, Altitude: 1598.90, Satellites: 10
0:57:58.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9946, W, Speed (knots): , 0.86, Angle: 281.95, Altitude: 1598.20, Satellites: 10
0:58:0.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9946, W, Speed (knots): , 0.44, Angle: 187.89, Altitude: 1598.20, Satellites: 9
0:58:2.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9946, W, Speed (knots): , 2.91, Angle: 147.65, Altitude: 1599.10, Satellites: 10
0:58:4.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9946, W, Speed (knots): , 1.74, Angle: 92.97, Altitude: 1600.80, Satellites: 10
0:58:7.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 0.52, Angle: 99.54, Altitude: 1602.00, Satellites: 10
0:58:9.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 0.57, Angle: 142.40, Altitude: 1602.90, Satellites: 10
0:58:11.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 0.86, Angle: 220.52, Altitude: 1603.70, Satellites: 10
0:58:13.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9946, W, Speed (knots): , 1.65, Angle: 258.88, Altitude: 1603.90, Satellites: 10
0:58:15.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9946, W, Speed (knots): , 2.01, Angle: 254.72, Altitude: 1604.00, Satellites: 9
0:58:18.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9947, W, Speed (knots): , 2.97, Angle: 259.09, Altitude: 1604.10, Satellites: 10
0:58:20.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9947, W, Speed (knots): , 1.65, Angle: 272.07, Altitude: 1603.40, Satellites: 10
0:58:23.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9947, W, Speed (knots): , 1.45, Angle: 272.29, Altitude: 1602.30, Satellites: 10
0:58:25.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9947, W, Speed (knots): , 1.09, Angle: 261.52, Altitude: 1601.40, Satellites: 10
0:58:27.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9947, W, Speed (knots): , 1.36, Angle: 260.77, Altitude: 1600.70, Satellites: 10
0:58:30.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9948, W, Speed (knots): , 1.39, Angle: 255.27, Altitude: 1600.30, Satellites: 10
0:58:33.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9948, W, Speed (knots): , 0.34, Angle: 223.44, Altitude: 1600.10, Satellites: 10
0:58:35.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9948, W, Speed (knots): , 0.92, Angle: 249.77, Altitude: 1600.40, Satellites: 10
0:58:38.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9948, W, Speed (knots): , 1.05, Angle: 261.06, Altitude: 1600.40, Satellites: 10
0:58:40.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9948, W, Speed (knots): , 0.50, Angle: 258.07, Altitude: 1600.20, Satellites: 10
0:58:43.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9948, W, Speed (knots): , 0.14, Angle: 273.31, Altitude: 1599.80, Satellites: 10
0:58:45.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9948, W, Speed (knots): , 0.06, Angle: 190.10, Altitude: 1599.90, Satellites: 10
0:58:47.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9948, W, Speed (knots): , 2.60, Angle: 78.65, Altitude: 1600.60, Satellites: 10
0:58:49.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9947, W, Speed (knots): , 2.59, Angle: 69.78, Altitude: 1600.70, Satellites: 10
0:58:52.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9947, W, Speed (knots): , 1.86, Angle: 67.19, Altitude: 1600.10, Satellites: 10
0:58:54.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9947, W, Speed (knots): , 1.85, Angle: 48.07, Altitude: 1598.50, Satellites: 10
0:58:56.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9947, W, Speed (knots): , 1.70, Angle: 39.49, Altitude: 1596.40, Satellites: 10
0:58:58.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9947, W, Speed (knots): , 1.19, Angle: 321.35, Altitude: 1595.40, Satellites: 10
0:59:0.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9947, W, Speed (knots): , 1.06, Angle: 62.86, Altitude: 1595.30, Satellites: 10
0:59:3.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9946, W, Speed (knots): , 1.90, Angle: 81.96, Altitude: 1595.80, Satellites: 10
0:59:5.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9946, W, Speed (knots): , 1.60, Angle: 76.78, Altitude: 1596.30, Satellites: 10
0:59:7.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9946, W, Speed (knots): , 1.03, Angle: 85.02, Altitude: 1597.00, Satellites: 10
0:59:9.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9946, W, Speed (knots): , 1.14, Angle: 80.06, Altitude: 1597.70, Satellites: 10
0:59:11.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9946, W, Speed (knots): , 1.13, Angle: 59.45, Altitude: 1597.20, Satellites: 10
0:59:13.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9946, W, Speed (knots): , 0.89, Angle: 65.20, Altitude: 1596.20, Satellites: 9
0:59:15.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9946, W, Speed (knots): , 0.42, Angle: 81.38, Altitude: 1596.50, Satellites: 10
0:59:18.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 0.65, Angle: 63.34, Altitude: 1597.20, Satellites: 10
0:59:20.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 0.13, Angle: 334.80, Altitude: 1597.80, Satellites: 10
0:59:22.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 1.78, Angle: 235.92, Altitude: 1599.40, Satellites: 10
0:59:24.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9946, W, Speed (knots): , 1.60, Angle: 235.37, Altitude: 1601.00, Satellites: 10
0:59:27.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9946, W, Speed (knots): , 0.67, Angle: 225.58, Altitude: 1601.70, Satellites: 9
0:59:29.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9946, W, Speed (knots): , 0.98, Angle: 258.81, Altitude: 1601.80, Satellites: 10
0:59:31.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9946, W, Speed (knots): , 1.08, Angle: 257.66, Altitude: 1601.50, Satellites: 10
0:59:33.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9947, W, Speed (knots): , 2.00, Angle: 260.79, Altitude: 1601.30, Satellites: 10
0:59:35.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9947, W, Speed (knots): , 1.24, Angle: 255.01, Altitude: 1601.10, Satellites: 10
0:59:38.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9947, W, Speed (knots): , 0.82, Angle: 266.97, Altitude: 1600.10, Satellites: 9
0:59:40.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9947, W, Speed (knots): , 1.19, Angle: 51.71, Altitude: 1599.00, Satellites: 10
0:59:43.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9947, W, Speed (knots): , 0.35, Angle: 1.94, Altitude: 1597.80, Satellites: 10
0:59:45.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9947, W, Speed (knots): , 0.37, Angle: 316.27, Altitude: 1597.40, Satellites: 10
0:59:47.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9947, W, Speed (knots): , 0.20, Angle: 301.31, Altitude: 1597.20, Satellites: 10
0:59:50.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9947, W, Speed (knots): , 0.79, Angle: 227.71, Altitude: 1597.80, Satellites: 10
0:59:52.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9947, W, Speed (knots): , 1.16, Angle: 249.90, Altitude: 1598.40, Satellites: 10
0:59:54.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9947, W, Speed (knots): , 0.97, Angle: 233.29, Altitude: 1599.30, Satellites: 10
0:59:56.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9948, W, Speed (knots): , 1.31, Angle: 240.48, Altitude: 1600.00, Satellites: 10
0:59:59.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9948, W, Speed (knots): , 1.59, Angle: 238.49, Altitude: 1601.30, Satellites: 10
1:0:1.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9948, W, Speed (knots): , 0.60, Angle: 211.28, Altitude: 1602.40, Satellites: 9
1:0:3.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9948, W, Speed (knots): , 1.23, Angle: 253.22, Altitude: 1602.90, Satellites: 10
1:0:5.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9948, W, Speed (knots): , 2.04, Angle: 247.30, Altitude: 1603.40, Satellites: 10
1:0:8.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9948, W, Speed (knots): , 1.36, Angle: 236.03, Altitude: 1604.00, Satellites: 10
1:0:10.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9948, W, Speed (knots): , 0.74, Angle: 270.78, Altitude: 1603.80, Satellites: 10
1:0:13.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9948, W, Speed (knots): , 0.66, Angle: 57.03, Altitude: 1602.80, Satellites: 10
1:0:15.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9948, W, Speed (knots): , 1.13, Angle: 73.59, Altitude: 1602.70, Satellites: 10
1:0:18.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9948, W, Speed (knots): , 0.52, Angle: 156.87, Altitude: 1603.60, Satellites: 8
1:0:20.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9948, W, Speed (knots): , 0.77, Angle: 76.72, Altitude: 1603.60, Satellites: 10
1:0:22.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9948, W, Speed (knots): , 0.62, Angle: 56.06, Altitude: 1603.50, Satellites: 10
1:0:24.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9948, W, Speed (knots): , 0.80, Angle: 50.95, Altitude: 1603.40, Satellites: 8
1:0:26.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9948, W, Speed (knots): , 1.25, Angle: 40.67, Altitude: 1602.90, Satellites: 9
1:0:29.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9947, W, Speed (knots): , 1.42, Angle: 42.38, Altitude: 1601.90, Satellites: 10
1:0:31.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9947, W, Speed (knots): , 1.12, Angle: 61.20, Altitude: 1600.90, Satellites: 10
1:0:33.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9947, W, Speed (knots): , 0.22, Angle: 262.61, Altitude: 1600.60, Satellites: 10
1:0:35.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9947, W, Speed (knots): , 1.22, Angle: 58.15, Altitude: 1600.90, Satellites: 10
1:0:38.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9947, W, Speed (knots): , 0.92, Angle: 50.45, Altitude: 1600.60, Satellites: 10
1:0:40.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9947, W, Speed (knots): , 1.75, Angle: 53.38, Altitude: 1600.30, Satellites: 10
1:0:42.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9947, W, Speed (knots): , 1.61, Angle: 152.00, Altitude: 1600.20, Satellites: 10
1:0:45.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9946, W, Speed (knots): , 1.61, Angle: 157.10, Altitude: 1600.00, Satellites: 10
1:0:47.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9946, W, Speed (knots): , 1.97, Angle: 182.09, Altitude: 1600.00, Satellites: 10
1:0:49.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9946, W, Speed (knots): , 0.46, Angle: 38.95, Altitude: 1600.20, Satellites: 10
1:0:51.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9946, W, Speed (knots): , 1.19, Angle: 263.54, Altitude: 1600.40, Satellites: 10
1:0:54.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9947, W, Speed (knots): , 1.14, Angle: 261.06, Altitude: 1600.50, Satellites: 10
1:0:56.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9947, W, Speed (knots): , 0.89, Angle: 264.94, Altitude: 1600.10, Satellites: 9
1:0:58.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9947, W, Speed (knots): , 0.16, Angle: 281.43, Altitude: 1600.10, Satellites: 9
1:1:0.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9947, W, Speed (knots): , 0.77, Angle: 292.25, Altitude: 1600.00, Satellites: 10
1:1:2.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9947, W, Speed (knots): , 1.14, Angle: 44.95, Altitude: 1599.30, Satellites: 10
1:1:4.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9947, W, Speed (knots): , 1.40, Angle: 42.51, Altitude: 1598.40, Satellites: 10
1:1:6.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9947, W, Speed (knots): , 0.99, Angle: 24.17, Altitude: 1597.50, Satellites: 10
1:1:8.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9947, W, Speed (knots): , 1.42, Angle: 150.12, Altitude: 1596.80, Satellites: 10
1:1:10.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9947, W, Speed (knots): , 2.02, Angle: 202.39, Altitude: 1596.50, Satellites: 10
1:1:13.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9947, W, Speed (knots): , 2.01, Angle: 200.73, Altitude: 1595.80, Satellites: 10
1:1:15.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9947, W, Speed (knots): , 2.00, Angle: 217.82, Altitude: 1595.00, Satellites: 9
1:1:17.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7885N, 111.9947, W, Speed (knots): , 1.93, Angle: 161.61, Altitude: 1595.00, Satellites: 10
1:1:20.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7885N, 111.9947, W, Speed (knots): , 1.47, Angle: 154.35, Altitude: 1595.20, Satellites: 10
1:1:22.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7885N, 111.9947, W, Speed (knots): , 2.14, Angle: 124.55, Altitude: 1595.20, Satellites: 9
1:1:24.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7885N, 111.9946, W, Speed (knots): , 1.08, Angle: 34.04, Altitude: 1594.80, Satellites: 9
1:1:26.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7885N, 111.9946, W, Speed (knots): , 0.97, Angle: 74.08, Altitude: 1594.30, Satellites: 8
1:1:28.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7885N, 111.9946, W, Speed (knots): , 1.11, Angle: 194.39, Altitude: 1593.60, Satellites: 9
1:1:30.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7885N, 111.9946, W, Speed (knots): , 2.07, Angle: 201.87, Altitude: 1592.80, Satellites: 9
1:1:33.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7884N, 111.9947, W, Speed (knots): , 3.16, Angle: 220.50, Altitude: 1592.30, Satellites: 9
1:1:35.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7884N, 111.9947, W, Speed (knots): , 2.82, Angle: 198.66, Altitude: 1592.30, Satellites: 9
1:1:38.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7884N, 111.9947, W, Speed (knots): , 2.36, Angle: 179.01, Altitude: 1593.00, Satellites: 9
1:1:40.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7884N, 111.9947, W, Speed (knots): , 2.00, Angle: 185.83, Altitude: 1593.40, Satellites: 9
1:1:42.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7883N, 111.9947, W, Speed (knots): , 0.60, Angle: 186.90, Altitude: 1593.60, Satellites: 9
1:1:44.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7884N, 111.9947, W, Speed (knots): , 1.04, Angle: 63.13, Altitude: 1593.60, Satellites: 9
1:1:46.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7884N, 111.9947, W, Speed (knots): , 1.30, Angle: 160.58, Altitude: 1593.80, Satellites: 9
1:1:48.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7884N, 111.9947, W, Speed (knots): , 1.56, Angle: 176.11, Altitude: 1593.90, Satellites: 9
1:1:50.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7883N, 111.9947, W, Speed (knots): , 2.43, Angle: 143.88, Altitude: 1593.70, Satellites: 9
1:1:53.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7883N, 111.9946, W, Speed (knots): , 2.22, Angle: 134.58, Altitude: 1592.80, Satellites: 8
1:1:55.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7883N, 111.9946, W, Speed (knots): , 2.14, Angle: 114.03, Altitude: 1593.80, Satellites: 9
1:1:57.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7883N, 111.9946, W, Speed (knots): , 1.60, Angle: 87.82, Altitude: 1594.20, Satellites: 9
1:2:0.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7883N, 111.9945, W, Speed (knots): , 1.67, Angle: 56.20, Altitude: 1594.20, Satellites: 9
1:2:2.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7883N, 111.9945, W, Speed (knots): , 1.77, Angle: 49.76, Altitude: 1593.70, Satellites: 9
1:2:4.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7883N, 111.9945, W, Speed (knots): , 2.01, Angle: 150.35, Altitude: 1593.90, Satellites: 9
1:2:6.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7883N, 111.9945, W, Speed (knots): , 2.16, Angle: 130.11, Altitude: 1593.80, Satellites: 9
1:2:9.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7883N, 111.9945, W, Speed (knots): , 1.64, Angle: 219.02, Altitude: 1592.80, Satellites: 9
1:2:11.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7882N, 111.9945, W, Speed (knots): , 2.62, Angle: 183.42, Altitude: 1592.80, Satellites: 9
1:2:13.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7882N, 111.9945, W, Speed (knots): , 2.27, Angle: 148.55, Altitude: 1593.30, Satellites: 9
1:2:15.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7882N, 111.9945, W, Speed (knots): , 1.57, Angle: 352.80, Altitude: 1593.50, Satellites: 9
1:2:18.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7882N, 111.9945, W, Speed (knots): , 1.52, Angle: 26.84, Altitude: 1592.60, Satellites: 9
1:2:20.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7882N, 111.9945, W, Speed (knots): , 2.31, Angle: 226.20, Altitude: 1591.70, Satellites: 9
1:2:23.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7882N, 111.9945, W, Speed (knots): , 1.66, Angle: 171.96, Altitude: 1590.70, Satellites: 9
1:2:25.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7882N, 111.9945, W, Speed (knots): , 2.95, Angle: 120.14, Altitude: 1591.10, Satellites: 9
